Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient (Level 3 or 4),Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Female,All Grades,54,81.8,30,45.5,24,36.4,7,10.6,5,7.6,67,100.0
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Hispanic/Latino,All Grades,22,75.9,6,20.7,16,55.2,4,13.8,3,10.3,29,100.0
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Male,All Grades,46,67.6,15,22.1,31,45.6,13,19.1,9,13.2,68,98.6
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Students with Disabilities (SWD),All Grades,4,17.4,0,0.0,4,17.4,9,39.1,10,43.5,23,100.0
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,Total Population (All Students),All Grades,100,74.6,45,33.6,55,41.0,20,14.9,14,10.4,135,99.3
2016-2017,2197,Tillamook SD 9,1017,Tillamook High School,English Language Arts,White,All Grades,71,73.2,36,37.1,35,36.1,16,16.5,10,10.3,97,99.0
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Econo. Disadvantaged,All Grades,71,42.0,9,5.3,62,36.7,52,30.8,46,27.2,172,100.0
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Female,All Grades,79,52.0,10,6.6,69,45.4,50,32.9,23,15.1,155,99.4
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Hispanic/Latino,All Grades,41,39.4,5,4.8,36,34.6,33,31.7,30,28.8,106,100.0
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Male,All Grades,68,41.5,13,7.9,55,33.5,48,29.3,48,29.3,164,99.4
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Migrant Education,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Multi-Racial,All Grades,3,37.5,0,0.0,3,37.5,4,50.0,1,12.5,8,100.0
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,Total Population (All Students),All Grades,147,46.5,23,7.3,124,39.2,98,31.0,71,22.5,319,99.4
2016-2017,2197,Tillamook SD 9,1016,Tillamook Junior High School,English Language Arts,White,All Grades,100,51.5,17,8.8,83,42.8,57,29.4,37,19.1,194,99.0
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Econo. Disadvantaged,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Female,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Male,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,Total Population (All Students),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2222,Troy SD 54,1092,Troy Elementary School,English Language Arts,White,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Econo. Disadvantaged,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Female,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Male,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Students with Disabilities (SWD),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,Total Population (All Students),All Grades,4,50.0,0,0.0,4,50.0,2,25.0,2,25.0,8,100.0
2016-2017,2210,Ukiah SD 80R,3432,Ukiah School,English Language Arts,White,All Grades,3,42.9,0,0.0,3,42.9,2,28.6,2,28.6,7,100.0
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Econo. Disadvantaged,All Grades,66,23.2,7,2.5,59,20.8,87,30.6,131,46.1,285,99.3
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Female,All Grades,38,28.8,2,1.5,36,27.3,37,28.0,57,43.2,132,100.0
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Hispanic/Latino,All Grades,38,19.4,5,2.6,33,16.8,59,30.1,99,50.5,197,99.0
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Male,All Grades,28,18.4,5,3.3,23,15.1,50,32.9,74,48.7,153,98.7
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Migrant Education,All Grades,3,7.3,0,0.0,3,7.3,15,36.6,23,56.1,42,100.0
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,Total Population (All Students),All Grades,66,23.2,7,2.5,59,20.8,87,30.6,131,46.1,285,99.3
2016-2017,2204,Umatilla SD 6R,1031,Clara Brownell Middle School,English Language Arts,White,All Grades,27,32.5,2,2.4,25,30.1,27,32.5,29,34.9,83,100.0
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Econo. Disadvantaged,All Grades,81,23.1,16,4.6,65,18.5,99,28.2,171,48.7,353,99.4
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Female,All Grades,39,25.3,9,5.8,30,19.5,50,32.5,65,42.2,155,99.4
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Hispanic/Latino,All Grades,39,15.7,3,1.2,36,14.5,71,28.5,139,55.8,251,99.6
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,English Learners,All Grades,10,5.9,0,0.0,10,5.9,44,26.0,115,68.0,171,100.0
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Male,All Grades,42,21.3,7,3.6,35,17.8,49,24.9,106,53.8,198,99.5
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Migrant Education,All Grades,7,13.0,1,1.9,6,11.1,15,27.8,32,59.3,55,100.0
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,Total Population (All Students),All Grades,81,23.1,16,4.6,65,18.5,99,28.2,171,48.7,353,99.4
2016-2017,2204,Umatilla SD 6R,1032,McNary Heights Elementary School,English Language Arts,White,All Grades,39,42.4,12,13.0,27,29.3,23,25.0,30,32.6,92,98.9
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Econo. Disadvantaged,All Grades,45,51.7,16,18.4,29,33.3,19,21.8,23,26.4,87,97.8
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Female,All Grades,22,56.4,8,20.5,14,35.9,8,20.5,9,23.1,39,95.1
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Hispanic/Latino,All Grades,27,42.9,9,14.3,18,28.6,16,25.4,20,31.7,63,96.9
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Male,All Grades,23,47.9,8,16.7,15,31.3,11,22.9,14,29.2,48,100.0
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Migrant Education,All Grades,3,30.0,1,10.0,2,20.0,3,30.0,4,40.0,10,83.3
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,SWD with Accommodations,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,Total Population (All Students),All Grades,45,51.7,16,18.4,29,33.3,19,21.8,23,26.4,87,97.8
2016-2017,2204,Umatilla SD 6R,1033,Umatilla High School,English Language Arts,White,All Grades,16,72.7,5,22.7,11,50.0,3,13.6,3,13.6,22,100.0
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Econo. Disadvantaged,All Grades,13,31.7,4,9.8,9,22.0,9,22.0,19,46.3,41,95.3
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Female,All Grades,15,48.4,10,32.3,5,16.1,11,35.5,5,16.1,31,93.9
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Male,All Grades,23,41.1,6,10.7,17,30.4,15,26.8,18,32.1,56,91.8
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Students with Disabilities (SWD),All Grades,2,20.0,0,0.0,2,20.0,1,10.0,7,70.0,10,76.9
2016-2017,2213,Union SD 5,1074,Union Elementary School,English Language Arts,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
