Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient (Level 3 or 4),Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Econo. Disadvantaged,All Grades,12,42.9,3,10.7,9,32.1,10,35.7,6,21.4,28,100.0
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Female,All Grades,15,50.0,5,16.7,10,33.3,12,40.0,3,10.0,30,100.0
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Male,All Grades,12,44.4,6,22.2,6,22.2,6,22.2,9,33.3,27,100.0
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,SWD with Accommodations,All Grades,1,10.0,0,0.0,1,10.0,2,20.0,7,70.0,10,100.0
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,2,16.7,0,0.0,2,16.7,2,16.7,8,66.7,12,100.0
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,Total Population (All Students),All Grades,27,47.4,11,19.3,16,28.1,18,31.6,12,21.1,57,100.0
2016-2017,2006,Condon SD 25J,325,Condon Elementary School,Mathematics,White,All Grades,26,48.1,11,20.4,15,27.8,17,31.5,11,20.4,54,100.0
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Econo. Disadvantaged,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Female,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Male,All Grades,1,12.5,0,0.0,1,12.5,3,37.5,4,50.0,8,100.0
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,SWD with Accommodations,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Students with Disabilities (SWD),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,Total Population (All Students),All Grades,2,20.0,0,0.0,2,20.0,4,40.0,4,40.0,10,100.0
2016-2017,2006,Condon SD 25J,326,Condon High School,Mathematics,White,All Grades,1,12.5,0,0.0,1,12.5,4,50.0,3,37.5,8,100.0
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Econo. Disadvantaged,All Grades,38,36.5,8,7.7,30,28.8,31,29.8,35,33.7,104,96.3
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Female,All Grades,27,39.7,5,7.4,22,32.4,21,30.9,20,29.4,68,93.2
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Hispanic/Latino,All Grades,6,33.3,0,0.0,6,33.3,6,33.3,6,33.3,18,94.7
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Male,All Grades,32,44.4,11,15.3,21,29.2,22,30.6,18,25.0,72,98.6
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,3,11.5,1,3.8,2,7.7,11,42.3,12,46.2,26,100.0
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,Total Population (All Students),All Grades,59,42.1,16,11.4,43,30.7,43,30.7,38,27.1,140,95.9
2016-2017,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,Mathematics,White,All Grades,50,43.5,16,13.9,34,29.6,36,31.3,29,25.2,115,96.6
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Econo. Disadvantaged,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Female,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Male,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Students with Disabilities (SWD),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,Total Population (All Students),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1965,Coos Bay SD 9,3227,Destinations Academy,Mathematics,White,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Econo. Disadvantaged,All Grades,14,28.0,5,10.0,9,18.0,18,36.0,18,36.0,50,96.2
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Female,All Grades,26,35.6,9,12.3,17,23.3,24,32.9,23,31.5,73,96.1
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Hispanic/Latino,All Grades,3,30.0,0,0.0,3,30.0,4,40.0,3,30.0,10,100.0
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,American Indian/Alaskan Native,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Male,All Grades,24,36.9,9,13.8,15,23.1,21,32.3,20,30.8,65,95.6
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Students with Disabilities (SWD),All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,Total Population (All Students),All Grades,50,36.2,18,13.0,32,23.2,45,32.6,43,31.2,138,95.8
2016-2017,1965,Coos Bay SD 9,3615,Lighthouse Charter School,Mathematics,White,All Grades,44,38.3,17,14.8,27,23.5,37,32.2,34,29.6,115,95.0
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Econo. Disadvantaged,All Grades,20,40.0,7,14.0,13,26.0,8,16.0,22,44.0,50,59.5
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Female,All Grades,10,37.0,1,3.7,9,33.3,5,18.5,12,44.4,27,56.3
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Hispanic/Latino,All Grades,3,50.0,0,0.0,3,50.0,1,16.7,2,33.3,6,46.2
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Indian Education,All Grades,3,42.9,0,0.0,3,42.9,2,28.6,2,28.6,7,63.6
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Male,All Grades,17,48.6,10,28.6,7,20.0,4,11.4,14,40.0,35,64.8
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Multi-Racial,All Grades,2,33.3,1,16.7,1,16.7,3,50.0,1,16.7,6,75.0
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,3,25.0,1,8.3,2,16.7,1,8.3,8,66.7,12,57.1
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,Total Population (All Students),All Grades,27,43.5,11,17.7,16,25.8,9,14.5,26,41.9,62,60.8
2016-2017,1965,Coos Bay SD 9,196,Madison Elementary School,Mathematics,White,All Grades,20,43.5,10,21.7,10,21.7,5,10.9,21,45.7,46,62.2
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Econo. Disadvantaged,All Grades,39,16.0,12,4.9,27,11.1,58,23.8,147,60.2,244,96.1
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Female,All Grades,33,20.8,15,9.4,18,11.3,37,23.3,89,56.0,159,95.8
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Hispanic/Latino,All Grades,12,22.6,5,9.4,7,13.2,10,18.9,31,58.5,53,98.1
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,American Indian/Alaskan Native,All Grades,3,12.0,1,4.0,2,8.0,7,28.0,15,60.0,25,96.2
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Indian Education,All Grades,9,20.0,2,4.4,7,15.6,9,20.0,27,60.0,45,93.8
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Male,All Grades,40,21.9,13,7.1,27,14.8,43,23.5,100,54.6,183,96.3
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Multi-Racial,All Grades,10,28.6,2,5.7,8,22.9,6,17.1,19,54.3,35,94.6
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Students with Disabilities (SWD),All Grades,4,7.5,2,3.8,2,3.8,1,1.9,48,90.6,53,85.5
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,Total Population (All Students),All Grades,73,21.3,28,8.2,45,13.2,80,23.4,189,55.3,342,96.1
2016-2017,1965,Coos Bay SD 9,201,Marshfield Senior High School,Mathematics,White,All Grades,46,20.9,20,9.1,26,11.8,53,24.1,121,55.0,220,96.1
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Econo. Disadvantaged,All Grades,92,30.7,28,9.3,64,21.3,91,30.3,117,39.0,302,92.6
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Female,All Grades,91,40.4,31,13.8,60,26.7,64,28.4,70,31.1,225,94.5
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Hispanic/Latino,All Grades,16,28.6,7,12.5,9,16.1,16,28.6,24,42.9,58,93.5
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,American Indian/Alaskan Native,All Grades,2,20.0,0,0.0,2,20.0,3,30.0,5,50.0,10,90.9
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Male,All Grades,83,37.2,33,14.8,50,22.4,64,28.7,76,34.1,225,91.5
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Multi-Racial,All Grades,9,39.1,2,8.7,7,30.4,10,43.5,4,17.4,23,95.8
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Students with Disabilities (SWD),All Grades,7,14.0,2,4.0,5,10.0,13,26.0,30,60.0,50,68.5
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,Total Population (All Students),All Grades,174,38.8,64,14.3,110,24.6,128,28.6,146,32.6,450,93.0
2016-2017,1965,Coos Bay SD 9,197,Millicoma School,Mathematics,White,All Grades,147,41.4,55,15.5,92,25.9,97,27.3,111,31.3,355,92.7
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,Econo. Disadvantaged,All Grades,4,25.0,0,0.0,4,25.0,5,31.3,7,43.8,16,43.2
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,Female,All Grades,1,14.3,0,0.0,1,14.3,2,28.6,4,57.1,7,38.9
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1965,Coos Bay SD 9,4079,Resource Link Charter School,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
