school,city,county,district,esd,governance,ods.participation,ods.grades,ods.camp,ods.days,ods.nights,ods.academic.component,ods.total.students,curriculum.outside.provider,curriculum.school.district.staff,curriculum.volunteers,staffing.provider.staff,staffing.hs.mentors,staffing.parents.volunteers,staffing.community.experts,staffing.other,ela.numeric,math.numeric,science.numeric,frl,pct.white,lon,lat,ods.camp_1,ods.camp_2,ods.camp_3,ods.camp_4,ods.camp_5
Pioneer School,Lebanon,Linn,Lebanon Community SD 9,Linn Benton Lincoln ESD,Public,Yes,6,Camp Tadmor,3,2,,23,Yes,No,No,,,,,,0.46799999999999997,0.45,0.5539999999999999,0.5912,0.867,-122.9141758,44.5503382,Camp Tadmor,,,,
Pleasant Hill High School,Pleasant Hill,Lane,Pleasant Hill SD 1,Lane ESD,Public,Yes,6,Kiwanis Sky Camp,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",75,Yes,No,No,,,,,,0.544,0.39899999999999997,0.584,0.30870000000000003,0.8340000000000001,-122.9134386,43.9590454,Kiwanis Sky Camp,,,,
Pleasant Valley Elementary School,Gresham,Multnomah,Centennial SD 28J,Multnomah ESD,Public,No,"",,,,,,,,,,,,,,0.455,0.40700000000000003,0.5539999999999999,0.5185,0.5529999999999999,-122.47992,45.4646035,,,,,
Plush Elementary School,Plush,Lake,Plush SD 18,Lake ESD,Public,Yes,"K, 1, 2, 3",,5,0,"Yes, and it CONNECTS TO STATE STANDARDS",6,Yes,Yes,No,,,,,,,,,,,-119.903279,42.4119945,Own,,,,
Ponderosa Elementary School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",90,Yes,No,No,Yes,No,No,No,No,0.596,0.58,0.856,0.4144,0.83,-121.271916,44.0882829,Camp Tamarack,,,,
Ponderosa Middle School,Klamath Falls,Klamath,Klamath Falls City Schools,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.467,0.303,0.51,0.7206999999999999,0.628,-121.7606908,42.2284066,,,,,
Portland Adventist Elementary School,Gresham,Multnomah,Private,Private,Private,Yes,6,Camp Magruder,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",20,,,,,,,,,,,,,,-122.471921,45.4964131,Camp Magruder,,,,
Portland Christian Schools,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Yamhill,4,3,,33,,,,,,,,,,,,,,-122.5408098,45.5119614,Camp Yamhill,,,,
Portland Jewish Academy,Portland,Multnomah,Private,Private,Private,Yes,6,Camp Angelos,6,5,,19,Yes,No,No,Yes,No,No,No,No,,,,,,-122.7044058,45.4768855,Camp Angelos,,,,
Portland Village School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Jawbone Flats,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",44,,,,Yes,No,No,No,No,0.507,0.298,0.7090000000000001,0.24559999999999998,0.812,-122.6917294,45.578644,Jawbone Flats,,,,
Portland Waldorf School,Milwaukie,Clackamas,Private,Private,Private,Yes,6,Jawbone Flats,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",21,,,,Yes,No,No,No,No,,,,,,-122.639132,45.445317,Jawbone Flats,,,,
Powell Butte Community Charter School,Powell Butte,Crook,Crook County SD,High Desert ESD,Public,Yes,6,Suttle Lake Camp,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",26,Yes,Yes,No,No,Yes,No,No,No,0.609,0.33299999999999996,0.857,,0.914,-121.017115,44.245931,Suttle Lake Camp,,,,
Powers Elementary School,Powers,Coos,Powers SD 31,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.276,0.276,0.5710000000000001,,0.603,-124.070309,42.8804527,,,,,
Prairie City School,Prairie City,Grant,Prairie City SD 4,Grant ESD,Public,Yes,6,Wallowa Lake Camp,3,2,,25,Yes,Yes,No,,,,,,0.5,0.435,0.759,0.6053999999999999,0.871,-118.7084911,44.4567986,Wallowa Lake Camp,,,,
Prairie Mountain School,Eugene,Lane,Bethel SD 52,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.47100000000000003,0.4,0.49700000000000005,0.6059,0.583,-123.1902188,44.0722325,,,,,
Pratum Elementary School,Salem,Marion,Silver Falls SD 4J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.825,0.7190000000000001,0.95,,0.847,-122.8774545,44.9585549,,,,,
Pringle Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.467,0.47700000000000004,0.67,0.4219,0.703,-123.01529,44.8758145,,,,,
Prospect Charter School,Prospect,Jackson,Prospect SD 59,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.38299999999999995,0.16699999999999998,0.4,0.7339,0.893,-122.4886606,42.754241,,,,,
Quatama Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",61,,,,,,,,,0.622,0.612,0.7120000000000001,0.33130000000000004,0.474,-122.9081679,45.5328663,Camp Magruder,,,,
Queen Of Peace School,Salem,Marion,Private,Private,Private,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",15,Yes,No,No,Yes,No,Yes,No,No,,,,,,-123.0826335,44.9046074,Coastal Discovery Center at Camp Gray,,,,
R E Jewell Elementary School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",64,Yes,No,No,Yes,No,No,No,No,0.496,0.495,0.667,0.4648,0.7440000000000001,-121.2974032,44.0214919,Camp Tamarack,,,,
Raleigh Hills Elementary School,Portland,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,Yes,"6, 8","Hancock Field Station,Coastal Discovery Center at Camp Gray",3,2,"Yes, and it CONNECTS TO STATE STANDARDS",120,Yes,No,No,No,No,Yes,No,No,0.619,0.5539999999999999,0.7759999999999999,0.42210000000000003,0.606,-122.7583425,45.4823101,Hancock Field Station,Coastal Discovery Center at Camp Gray,,,
REALMS (Rimrock Expeditionary Alternative Learning Middle School),Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,No,"",,,,,,,,,,,,,,0.68,0.473,0.755,0.3312,0.9420000000000001,-121.312883,44.093784,,,,,
Redmond Proficiency Academy,Redmond,Deschutes,Redmond SD 2J,High Desert ESD,Public,Yes,6,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",140,Yes,No,No,Yes,Yes,Yes,No,No,0.375,0.267,0.867,0.2825,0.905,-121.1750246,44.2707885,Camp Tamarack,,,,
Reedville Elementary School,Aloha,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",32,Yes,No,No,Yes,No,No,No,No,0.152,0.14400000000000002,0.40700000000000003,0.8193,0.16,-122.8918618,45.5001919,Camp Magruder,,,,
Renaissance Public Academy,Molalla,Clackamas,Molalla River SD 35,Clackamas ESD,Public,Yes,"",Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",15,,,,,,,,,0.5539999999999999,0.23,0.556,,0.779,-122.675117,45.49303,Camp Westwind,,,,
Resource Link Charter School,Coos Bay,Coos,Coos Bay SD 9,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.625,0.25,0.455,,0.753,-124.2209345,43.3613942,,,,,
Reynolds Middle School,Fairview,Multnomah,Reynolds SD 7,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Howard,Camp Namanu",3,2,"Yes, and it CONNECTS TO STATE STANDARDS",287,Yes,No,No,Yes,No,No,No,No,0.27899999999999997,0.2,0.35200000000000004,0.8008,0.25,-122.4535657,45.5318644,Camp Angelos,Camp Howard,Camp Namanu,,
Richmond Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.172,0.107,0.311,0.7835,0.284,-123.0127678,44.9296973,,,,,
Riddle Elementary School,Riddle,Douglas,Riddle SD 70,Douglas ESD,Public,No,"",,,,,,,,,,,,,,0.319,0.272,0.545,0.7859999999999999,0.8190000000000001,-123.3625826,42.954441,,,,,
Rigler Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,No,"",,,,,,,,,,,,,,0.192,0.139,0.319,0.8623000000000001,0.20800000000000002,-122.6083172,45.5564492,,,,,
Riley Creek Elementary School,Gold Beach,Curry,Central Curry SD 1,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.514,0.35700000000000004,0.7929999999999999,0.741,0.748,-124.4136304,42.4095739,,,,,
River Road / El Camino del Río Elementary School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,Yes,5,Camp Lutherwood,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",42,Yes,No,No,No,No,Yes,No,No,0.345,0.207,0.763,0.7523000000000001,0.41700000000000004,-123.1243047,44.0786785,Camp Lutherwood,,,,
Riverdale Grade School,Portland,Multnomah,Riverdale SD 51J,Multnomah ESD,Public,Yes,6,"Canby Grove,Camp Howard",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",46,,,,Yes,No,No,No,No,0.9329999999999999,0.892,0.95,,0.813,-122.6560243,45.4398967,Canby Grove,Camp Howard,,,
Rivergate SDA School,Gladstone,Clackamas,Private,Private,Private,Yes,6,Big Lake Youth Camp,4,3,,15,,,,,,,,,,,,,,-122.5775244,45.3916722,Big Lake Youth Camp,,,,
Rivers Edge Academy Charter School,Rogue River,Jackson,Rogue River SD 35,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.38799999999999996,0.165,0.4,,0.797,-123.173716,42.438802,,,,,
Riviera Christian School,Salem,Polk,Private,Private,Private,Yes,5,Camp Tapawingo,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",15,Yes,No,No,Yes,No,No,No,No,,,,,,-123.0684647,44.9709664,Camp Tapawingo,,,,
Robert Frost Elementary School,Silverton,Marion,Silver Falls SD 4J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.485,0.34,0.6729999999999999,0.5024000000000001,0.74,-122.7936601,45.0011442,,,,,
Rock Creek Elementary School,Portland,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",94,Yes,No,No,Yes,No,Yes,No,No,0.706,0.675,0.883,0.22699999999999998,0.593,-122.8685893,45.5491614,Coastal Discovery Center at Camp Gray,,,,
Rock Creek Middle School,Clackamas,Clackamas,North Clackamas SD 12,Clackamas ESD,Public,Yes,6,"Cedar Ridge,Trickle Creek",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",272,,,,,,,,,0.568,0.486,0.5379999999999999,0.3037,0.635,-122.493568,45.415511,Cedar Ridge,Trickle Creek,,,
Rocky Heights Elementary School,Hermiston,Umatilla,Hermiston SD 8,InterMountain ESD,Public,Yes,5,Camp Meadowood Springs,3,2,,150,,,,,,,,,0.5,0.5429999999999999,0.703,0.8515999999999999,0.402,-119.2991982,45.8447594,Camp Meadowood Springs,,,,
Rogue River Elementary School,Rogue River,Jackson,Rogue River SD 35,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.39399999999999996,0.247,0.6559999999999999,0.7289,0.802,-123.1700638,42.437082,,,,,
Rogue Valley Adventist School,Medford,Jackson,Private,Private,Private,Yes,6,Big Lake Youth Camp,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",15,No,Yes,No,Yes,Yes,Yes,No,No,,,,,,-122.9270951,42.3019041,Big Lake Youth Camp,,,,
Ron Russell Middle School,Portland,Multnomah,David Douglas SD 40,Multnomah ESD,Public,Yes,6,Camp Arrah Wanna,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",119,,,,Yes,No,No,No,No,0.534,0.436,0.5760000000000001,0.7988,0.37200000000000005,-122.5489937,45.4940445,Camp Arrah Wanna,,,,
Roosevelt Elementary School,Klamath Falls,Klamath,Klamath Falls City Schools,Southern Oregon ESD,Public,Yes,5,Klamath Outdoor Science School,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",60,Yes,No,No,Yes,No,Yes,Yes,No,0.564,0.539,0.873,0.4535,0.763,-121.7751946,42.2383631,Klamath Outdoor Science School,,,,
Rosa Parks Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",20,Yes,No,No,Yes,No,Yes,No,No,0.217,0.19899999999999998,0.261,0.9523999999999999,0.136,-122.7128588,45.5878143,Coastal Discovery Center at Camp Gray,,,,
Rosedale Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Trickle Creek,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",58,,,,,,,,,0.49200000000000005,0.39399999999999996,0.508,0.5721,0.40700000000000003,-122.9124455,45.4943905,Trickle Creek,,,,
Rosemont Ridge Middle School,West Linn,Clackamas,West Linn-Wilsonville SD 3J,Clackamas ESD,Public,Yes,6,"Cedar Ridge,Trickle Creek",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",280,,,,,,,,,0.6809999999999999,0.65,0.773,0.1413,0.802,-122.6480959,45.3690086,Cedar Ridge,Trickle Creek,,,
Roseway Heights School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Namanu,Camp Arrah Wanna",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",55,Yes,Yes,No,Yes,No,No,No,No,0.642,0.596,0.68,0.44549999999999995,0.55,-122.5874901,45.5441469,Camp Namanu,Camp Arrah Wanna,,,
Rosland Elementary School,La Pine,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",32,Yes,No,No,Yes,No,Yes,No,No,0.544,0.483,0.727,0.8859,0.9079999999999999,-121.4876767,43.7020848,Camp Tamarack,,,,
Rowe Middle School,Milwaukie,Clackamas,North Clackamas SD 12,Clackamas ESD,Public,Yes,6,"Cedar Ridge,Camp Westwind",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",253,,,,,,,,,0.478,0.293,0.524,0.6203,0.581,-122.6263493,45.4331046,Cedar Ridge,Camp Westwind,,,
Ruch Elementary School,Jacksonville,Jackson,Medford SD 549C,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.527,0.35700000000000004,0.73,0.5362,0.758,-123.044032,42.235784,,,,,
Rural Dell Elementary School,Molalla,Clackamas,Molalla River SD 35,Clackamas ESD,Public,Yes,5,Jawbone Flats,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",29,,,,Yes,No,No,No,No,0.424,0.358,0.629,0.45289999999999997,0.789,-122.651972,45.148283,Jawbone Flats,,,,
Sabin K-8 School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Canby Grove,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",41,Yes,No,No,Yes,No,No,No,No,0.727,0.583,0.7390000000000001,0.2462,0.643,-122.6477124,45.5524069,Canby Grove,,,,
Sacred Heart Catholic School,Gervais,Marion,Private,Private,Private,Yes,6,Trickle Creek,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",9,Yes,No,No,Yes,Yes,No,No,No,,,,,,-122.8975952,45.1081752,Trickle Creek,,,,
Sage Community School,Chiloquin,Klamath,Klamath County SD,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.311,0.2,0.5379999999999999,0.6308,0.769,-121.938652,42.61976,,,,,
Sage Elementary School,Redmond,Deschutes,Redmond SD 2J,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",78,Yes,No,No,Yes,No,No,No,No,0.61,0.613,0.764,0.5848,0.7959999999999999,-121.201905,44.246027,Camp Tamarack,,,,
Salem Academy,Salem,Marion,Private,Private,Private,Yes,5,Canyonview Camp,4,3,,40,,,,,,,,,,,,,,-122.9823891,44.9434439,Canyonview Camp,,,,
Sand Ridge Charter School,Lebanon,Linn,Lebanon Community SD 9,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.737,0.5920000000000001,0.782,0.5635,0.8009999999999999,-122.8702402,44.4805259,,,,,
Sandy Grade School,Sandy,Clackamas,Oregon Trail SD 46,Clackamas ESD,Public,No,"",,,,,,,,,,,,,,0.54,0.5920000000000001,0.746,0.5702,0.769,-122.2625281,45.3988124,,,,,
Santiam Elementary School,Mill City,Linn,Santiam Canyon SD 129J,Linn Benton Lincoln ESD,Public,Yes,6,Twin Rocks Friends Conference,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",48,Yes,Yes,No,No,Yes,No,No,No,0.382,0.348,0.511,0.5424,0.8140000000000001,-122.4812634,44.750856,Twin Rocks Friends Conference,,,,
Sauvie Island Academy,Portland,Columbia,Scappoose SD 1J,Multnomah ESD,Public,Yes,6,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",24,Yes,No,No,Yes,No,No,No,No,0.652,0.59,0.804,0.2207,0.8029999999999999,-122.826149,45.655713,Camp Westwind,,,,
Scenic Middle School,Central Point,Jackson,Central Point SD 6,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.564,0.436,0.733,0.5057,0.7490000000000001,-122.92257,42.3864569,,,,,
Schirle Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.588,0.565,0.778,0.433,0.787,-123.0735418,44.8858484,,,,,
Scio Middle School,Scio,Linn,Scio SD 95,Linn Benton Lincoln ESD,Public,Yes,6,Camp Tadmor,5,4,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",44,Yes,No,Yes,No,Yes,Yes,Yes,No,0.486,0.40399999999999997,0.723,,0.867,-122.8811237,44.7037833,Camp Tadmor,,,,
Scott Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Arrah Wanna,Camp Howard",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",32,Yes,No,No,Yes,No,No,No,No,0.231,0.19699999999999998,0.25,0.8284,0.268,-122.5942398,45.5550105,Camp Arrah Wanna,Camp Howard,,,
Scott Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.262,0.129,0.25,0.8668,0.271,-122.9674338,44.96692,,,,,
Scotts Mills Elementary School,Scotts Mills,Marion,Silver Falls SD 4J,Willamette ESD,Public,Yes,"",Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",15,,,,,,,,,0.5429999999999999,0.396,0.759,0.4877,0.84,-122.6684215,45.0428996,Camp Westwind,,,,
Seaside Heights Elementary School,Seaside,Clatsop,Seaside SD 10,Northwest Regional ESD,Public,Yes,5,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",60,,,,,,,,,0.41100000000000003,0.23,0.613,0.708,0.57,-123.9086362,45.987545,Cedar Ridge,,,,
Sellwood Middle School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Arrah Wanna,Canby Grove,Camp Howard,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",190,Yes,No,No,Yes,No,No,No,No,0.755,0.687,0.679,0.187,0.784,-122.6504389,45.4625356,Camp Arrah Wanna,Canby Grove,Camp Howard,Camp Namanu,
Seneca Elementary School,Seneca,Grant,John Day SD 3,Grant ESD,Public,No,"",,,,,,,,,,,,,,0.556,0.389,0.875,,0.9309999999999999,-118.971675,44.1339225,,,,,
Seven Oak Middle School,Lebanon,Linn,Lebanon Community SD 9,Linn Benton Lincoln ESD,Public,Yes,6,Camp Tadmor,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",,Yes,No,No,Yes,Yes,Yes,Yes,No,0.36200000000000004,0.28600000000000003,0.64,0.53,0.795,-122.89313,44.5105304,Camp Tadmor,,,,
Seven Peaks School,Bend,Deschutes,Private,Private,Private,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",27,Yes,No,No,Yes,No,No,No,No,,,,,,-121.3380521,44.0390827,Camp Tamarack,,,,
Shady Cove School,Shady Cove,Jackson,Eagle Point SD 9,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.425,0.251,0.557,0.7048000000000001,0.823,-122.8087977,42.6218428,,,,,
Shasta Elementary School,Klamath Falls,Klamath,Klamath County SD,Southern Oregon ESD,Public,Yes,6,Coastal Discovery Center at Camp Gray,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",59,Yes,No,No,Yes,No,Yes,No,No,0.522,0.473,0.542,0.5865,0.665,-121.7167687,42.211613,Coastal Discovery Center at Camp Gray,,,,
Shasta Middle School,Eugene,Lane,Bethel SD 52,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.5710000000000001,0.384,0.7190000000000001,0.5425,0.6709999999999999,-123.1762649,44.0839522,,,,,
Sheridan AllPrep Academy,Sheridan,Yamhill,Sheridan SD 48J,Willamette ESD,Public,Yes,"6, 7, 8",Hancock Field Station,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",10,Yes,No,No,No,No,Yes,No,No,0.361,0.115,0.316,,0.8640000000000001,-123.399138,45.1012429,Hancock Field Station,,,,
Sheridan Japanese School,Sheridan,Yamhill,Sheridan SD 48J,Willamette ESD,Public,Yes,6,Camp Angelos,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",13,Yes,No,No,Yes,No,No,No,No,0.375,0.242,0.645,0.40909999999999996,0.693,-123.3995591,45.0978271,Camp Angelos,,,,
Sherman County School,Moro,Sherman,Sherman County SD,North Central ESD,Public,Yes,6,Camp Tucker,4,3,,18,,,,,,,,,0.511,0.363,0.609,0.5635,0.833,-120.7395759,45.4750086,Camp Tucker,,,,
Sherwood Charter School,Sherwood,Washington,Sherwood SD 88J,Northwest Regional ESD,Public,Yes,5,Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",17,,,,,,,,,0.741,0.701,0.909,,0.8490000000000001,-122.8405521,45.3512032,Camp Westwind,,,,
Sherwood Middle School,Sherwood,Washington,Sherwood SD 88J,Northwest Regional ESD,Public,Yes,6,Cedar Ridge,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",105,,,,,,,,,0.78,0.6559999999999999,0.851,0.2224,0.7909999999999999,-122.841336,45.3589282,Cedar Ridge,,,,
Silver Crest Elementary School,Silverton,Marion,Silver Falls SD 4J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.59,0.46399999999999997,0.696,0.4779,0.904,-122.666332,44.926529,,,,,
Silver Rail Elementary School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",66,Yes,No,No,Yes,Yes,Yes,No,No,0.579,0.518,0.633,0.5302,0.77,-121.2954071,44.0340337,Camp Tamarack,,,,
Silverton Middle School,Silverton,Marion,Silver Falls SD 4J,Willamette ESD,Public,Yes,6,Camp Tadmor,3,2,,125,,,,,,,,,0.574,0.439,0.45399999999999996,0.43079999999999996,0.754,-122.788092,45.0120118,Camp Tadmor,,,,
Silvies River Charter School,Frenchglen,Harney,Frenchglen SD 16,Harney ESD,Public,Yes,"6, 7, 8",Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",24,Yes,No,No,,,,,,0.596,0.35200000000000004,0.711,,0.89,-118.9144652,42.826405,Coastal Discovery Center at Camp Gray,,,,
Sisters Middle School,Sisters,Deschutes,Sisters SD 6,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",85,Yes,No,No,Yes,No,No,No,No,0.623,0.491,0.867,0.2741,0.852,-121.5713925,44.2930138,Camp Tamarack,,,,
Siuslaw Middle School,Florence,Lane,Siuslaw SD 97J,Lane ESD,Public,Yes,"5, 7",Camp Cleawox,4,0,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",230,Yes,Yes,No,No,No,Yes,No,No,0.43700000000000006,0.27699999999999997,0.505,0.7106,0.7040000000000001,-124.104111,43.9883547,Camp Cleawox,,,,
Sky View Middle School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,No,"",,,,,,,,,,,,,,0.502,0.36700000000000005,0.68,0.32880000000000004,0.853,-121.2804506,44.1074421,,,,,
Skyline Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Camp Howard,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",22,Yes,No,No,Yes,No,No,No,No,0.596,0.52,0.883,0.21,0.747,-122.8564573,45.6075366,Camp Howard,,,,
Shoreline Christian School,Florence,Lane,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-124.0998409,43.9826214,,,,,
South Baker Intermediate School,Baker City,Baker,Baker SD 5J,InterMountain ESD,Public,Yes,"4, 5, 6",Camp Baker,4,0,"Yes, and it CONNECTS TO STATE STANDARDS",,Yes,Yes,No,Yes,No,Yes,Yes,No,0.42100000000000004,0.39799999999999996,0.596,0.6542,0.7759999999999999,-117.8338493,44.7703825,Camp Baker,,,,
South Columbia Family School,Scappoose,Columbia,Scappoose SD 1J,Northwest Regional ESD,Public,No,"",,,,,,,,,,,,,,0.47200000000000003,0.353,0.8,,0.81,-122.854863,45.812812,,,,,
South Middle School,Grants Pass,Josephine,Grants Pass SD 7,Southern Oregon ESD,Public,Yes,6,Camp Latgawa,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",167,Yes,Yes,No,No,Yes,No,No,No,0.5589999999999999,0.33299999999999996,0.746,0.6077,0.774,-123.333753,42.4155121,Camp Latgawa,,,,
Southwest Charter School,Portland,Multnomah,Portland SD 1J,Oregon Department of Education,Public,Yes,6,Hancock Field Station,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",19,Yes,No,No,Yes,No,Yes,No,No,0.648,0.56,0.914,,0.797,-122.671601,45.4927486,Hancock Field Station,,,,
Spencer Butte Middle School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.7340000000000001,0.713,0.746,0.26739999999999997,0.748,-123.0849192,44.0075214,,,,,
Spray School,Spray,Wheeler,Spray SD 1,North Central ESD,Public,No,"",,,,,,,,,,,,,,0.41700000000000004,0.41700000000000004,0.6,,0.815,-119.7930072,44.834217,,,,,
Spring Creek Elementary School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.415,0.39,0.636,0.6033,0.679,-123.1443643,44.1147304,,,,,
Springville K-8 School,Beaverton,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,Yes,5,"Camp Westwind,Camp Magruder",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",150,Yes,No,No,Yes,Yes,No,No,No,0.7290000000000001,0.746,0.851,0.1447,0.418,-122.8513053,45.5685029,Camp Westwind,Camp Magruder,,,
Springwater Environmental Sciences School,Oregon City,Clackamas,Oregon City SD 62,Clackamas ESD,Public,Yes,"5, 6, 7, 8","Jawbone Flats,Beverly Beach State Park,Coastal Discovery Center at Camp Gray",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",80,Yes,Yes,No,Yes,No,Yes,No,No,0.674,0.578,0.932,,0.8690000000000001,-122.4667226,45.3667816,Jawbone Flats,Beverly Beach State Park,Coastal Discovery Center at Camp Gray,,
