School Name – City,School Name,District,ESD,Sister school,Street Address,City,State,Zip,County,Phone,Lowest grade,Highest grade,Grade level,Governance,Type of school,State ID,Contact person role,Contact person name,Email,ODS notes,"If your school is not listed above, please enter its name below.",Did your school participate in Outdoor School in the 2016-2017 school year?,How many students from your school participated in Outdoor School in the 2016-2017 school year?,Which grades participated in Outdoor School in the 2016-2017 school year?,Which camp or camps did students at your school attend for Outdoor School in the 2016-2017 school year?,How many DAYS does your Outdoor School program last?,How many NIGHTS does your Outdoor School program last?,Which provider(s) do you contract with to plan your Outdoor School experience?,Does your Outdoor School program have an academic component?,Who develops the curriculum that you use for Outdoor School?,"In addition to classroom teachers, who do you use to staff your Outdoor School program?",To what degree are you able to make accommodations to ensure that the Outdoor School program is accessible for all students?,How many years has your school sent students to Outdoor School?,Has your school sent students to Outdoor School prior to the 2016-2017 school year?,When was the last time that students participated in Outdoor School?,Which camp or camps did students attend the last time your school participated in Outdoor School?,Why did your school stop sending students to Outdoor School?,Is your school interested in starting an Outdoor School program in the future?,When do you think your might be ready to start an Outdoor School program?,"How familiar, if at all, are you with Measure 99, which passed in November 2016 and dedicates funding to schools to send students to Outdoor School?","How familiar, if at all, are you with the role that Oregon State Extension plays in funding Outdoor School programs?",Do you have any other comments about Outdoor School?,Notes,2015-16 Total Enrollment,2016-17 Total Enrollment,2016-17  Male,"2016-17 
% Male",2016-17 Female,"2016-17
% Female",2016-17 American Indian/ Alaska Native,"2016-17
% American Indian/ Alaska Native ",2016-17 Asian,"2016-17
% Asian ",2016-17 Native Hawaiian/ Pacific Islander,"2016-17 
% Native Hawaiian/ Pacific Islander ",2016-17 Black/African American,"2016-17
% Black/ African American ",2016-17 Hispanic/ Latino,"2016-17
% Hispanic/ Latino",2016-17 White,"2016-17 
% White ",2016-17 Multiracial,"2016-17
% Multiracial ",2016-17 Kindergarten,2016-17 Grade One,2016-17 Grade Two,2016-17 Grade Three,2016-17 Grade Four,2016-17 Grade Five,2016-17 Grade Six,2016-17 Grade Seven,2016-17 Grade Eight,2016-17 Grade Nine,2016-17 Grade Ten,2016-17 Grade Eleven,2016-17 Grade Twelve,Done,Sister school (opposite direction),lon,lat,MS,Good interview candidate
Central Elementary School – La Grande,Central Elementary School,La Grande SD 1,InterMountain ESD,La Grande Middle School – La Grande,402  K  Ave,La Grande,OR,97850,Union,541-663-3500,1,5,Elementary,Public,Regular School,1066,Principal,Suzy Mayes,suzy.mayes@lagrandesd.org,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,365,383,209,54.6%,174,45.4%,6,1.6%,6,1.6%,12,3.1%,8,2.1%,25,6.5%,300,78.3%,26,6.8%,,73,78,84,90,58,,,,,,,,false,La Grande Middle School – La Grande,-118.103263,45.319956,La Grande Middle School,
Central Howell Elementary School – Silverton,Central Howell Elementary School,Silver Falls SD 4J,Willamette ESD,,8832 Silverton Rd NE,Silverton,OR,97381,Marion,503-873-4818,K,8,Elementary,Public,Regular School,807,Principal,Dustin Hoehne,hoehne_dustin@silverfalls.k12.or.us,,,Yes,17,,Camp Westwind,4,3,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,176,184,96,52.2%,88,47.8%,,0%,1,0.5%,,0%,1,0.5%,16,8.7%,159,86.4%,7,3.8%,26,22,24,16,28,20,17,17,14,,,,,true,,-122.8799557,44.9909049,,
Central Linn Elementary School – Halsey,Central Linn Elementary School,Central Linn SD 552,Linn Benton Lincoln ESD,,239 W 2nd St,Halsey,OR,97348,Linn,541-369-2851,K,6,Elementary,Public,Regular School,1311,Principal,Amanda OBrien,amanda.obrien@centrallinn.k12.or.us,,,Yes,58,6th grade,Camp Koinonia,4,3,,"Yes, and it CONNECTS TO STATE STANDARDS",Calapooia Watershed Council,"Teachers, volunteers",,,,,,,,,,,,,337,340,164,48.2%,176,51.8%,3,0.9%,,0%,1,0.3%,1,0.3%,43,12.6%,284,83.5%,8,2.4%,45,43,48,50,47,51,56,,,,,,,false,,-123.1113335,44.3872748,Central Linn High School,
Central Middle School – Milton-Freewater,Central Middle School,Milton-Freewater Unified SD 7,InterMountain ESD,Freewater Elementary School – Milton-Freewater,306 SW 2nd Ave,Milton-Freewater,OR,97862,Umatilla,541-938-5504,6,8,Middle,Public,Regular School,1057,Principal,Tim Sprenger,tim.sprenger@miltfree.k12.or.us,,,Sister school did,,,,,,,,,,,,No,,,,SOMEWHAT interested,2017/2018 school year,SOMEWHAT FAMILIAR with Measure 99,SOMEWHAT FAMILIAR with the role OSU Extension plays,,,406,414,192,46.4%,222,53.6%,2,0.5%,2,0.5%,1,0.2%,,0%,243,58.7%,159,38.4%,7,1.7%,,,,,,,140,142,132,,,,,false,Freewater Elementary School – Milton-Freewater,-118.39153,45.9335361,,
Central Point Elementary School – Central Point,Central Point Elementary School,Central Point SD 6,Southern Oregon ESD,Scenic Middle School – Central Point,450 S 4th St,Central Point,OR,97502,Jackson,541-494-6500,K,5,Elementary,Public,Regular School,382,Principal,Walt Davenport,walt.davenport@district6.org,"They go somewhere on coast, but she didn't know where",,Yes,90,5th grade,,3,2,,,,,,,,,,,,,,,,,549,534,256,47.9%,278,52.1%,5,0.9%,1,0.2%,,0%,,0%,110,20.6%,381,71.3%,37,6.9%,89,87,78,93,92,95,,,,,,,,false,Scenic Middle School – Central Point,-122.9117818,42.3719789,Scenic Middle School,
Central Valley Christian School – Tangent,Central Valley Christian School,,,,31630 Highway 34,Tangent,OR,97389,Linn,541-928-7820,PK,8,Other,Private,Regular School,,,,http://central24.adventistschoolconnect.org/article/15/contact-us,,,Yes,4,6th grade,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-123.1242531,44.5609881,,
Cesar Chavez Elementary School – Eugene,Cesar Chavez Elementary School,Eugene SD 4J,Lane ESD,Arts and Technology Academy at Jefferson – Eugene,1510 W 14th Ave,Eugene,OR,97402,Lane,541-790-5300,K,5,Elementary,Public,Regular School,4146,Principal,Denisa Speicher-Taylor,taylor_d@4j.lane.edu,,,No,,,,,,,,,,,,Yes,2014-2015 school year,Kiwanis Sky Camp,Not enough funds,I'm not sure,2017/2018 school year,SOMEWHAT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,432,421,210,49.9%,211,50.1%,7,1.7%,3,0.7%,5,1.2%,11,2.6%,137,32.5%,215,51.1%,43,10.2%,67,73,57,73,77,74,,,,,,,,false,Arts and Technology Academy at Jefferson – Eugene,-123.1155581,44.0428833,Arts and Technology Academy at Jefferson,
Cesar Chavez K-8 School – Portland,Cesar Chavez K-8 School,Portland SD 1J,Multnomah ESD,,5103 N Willis Blvd,Portland,OR,97203,Multnomah,503-916-5666,K,8,Other,Public,Regular School,841,Principal,Elisa Schorr,ewinger@pps.net,,,Yes,23,6th grade,Camp Howard,6,5,Multnomah County ESD,"Yes, and it CONNECTS TO STATE STANDARDS",Multnomah ESD,Program provider staff,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,,,,,,,,,,,,524,552,262,47.5%,290,52.5%,4,0.7%,7,1.3%,27,4.9%,86,15.6%,307,55.6%,92,16.7%,29,5.3%,64,61,64,70,74,50,54,57,58,,,,,false,,-122.7193848,45.5844654,,
Cesar E Chavez Elementary School – Salem,Cesar E Chavez Elementary School,Salem-Keizer SD 24J,Willamette ESD,Stephens Middle School – Salem,2400 Walker Rd NE,Salem,OR,97305,Marion,503-399-2571,K,5,Elementary,Public,Regular School,5064,Principal,Olga Cobb,cobb_olga@salkeiz.k12.or.us,,,Yes,101,5th grade,Canyonview Camp,2,1,,,,,,,,,,,,,,,,,590,584,297,50.9%,287,49.1%,3,0.5%,11,1.9%,34,5.8%,5,0.9%,372,63.7%,139,23.8%,20,3.4%,89,93,101,91,108,102,,,,,,,,false,Stephens Middle School – Salem,-122.9611694,44.9592431,Stephens Middle School,
Chapman Elementary School – Portland,Chapman Elementary School,Portland SD 1J,Multnomah ESD,West Sylvan Middle School – Portland,1445 NW 26th Ave,Portland,OR,97210,Multnomah,503-916-6295,K,5,Elementary,Public,Regular School,839,Principal,Pamela Van Der Wolf,pvanderw@pps.net,,,Sister school did,,,,,,,,,,,,No,,,,NOT AT ALL interested,Not sure at this point,VERY FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,647,584,299,51.2%,285,48.8%,4,0.7%,39,6.7%,,0%,18,3.1%,55,9.4%,406,69.5%,62,10.6%,81,98,118,95,87,105,,,,,,,,false,West Sylvan Middle School – Portland,-122.7056113,45.5332389,West Sylvan Middle School,
Chapman Hill Elementary School – Salem,Chapman Hill Elementary School,Salem-Keizer SD 24J,Willamette ESD,Straub Middle School – Salem,1500 Doaks Ferry Rd NW,Salem,OR,97304,Polk,503-399-3195,K,5,Elementary,Public,Regular School,1244,Principal,Rachael Harms,harms_rachael@salkeiz.k12.or.us,,,Yes,90,5th grade,Camp Greider,3,2,Straub Environmental Center,"Yes, and it CONNECTS TO STATE STANDARDS",Strabu Environmental Center,Parent volunteers,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,1,,,,,,,SOMEWHAT FAMILIAR with Measure 99,SOMEWHAT FAMILIAR with the role OSU Extension plays,,,379,407,235,57.7%,172,42.3%,3,0.7%,18,4.4%,6,1.5%,3,0.7%,55,13.5%,281,69%,41,10.1%,58,67,68,52,86,76,,,,,,,,false,Straub Middle School – Salem,-123.0770067,44.955946,Straub Middle School,
Charlemagne French Immersion Elementary School – Eugene,Charlemagne French Immersion Elementary School,Eugene SD 4J,Lane ESD,Theodore Roosevelt Middle School – Eugene,3875 Kincaid St,Eugene,OR,97405,Lane,(541) 790-7080,K,5,Elementary,Public,Regular School,1240,Principal,Eric Anderson,anderson_er@4j.lane.edu,"5th grade goes to Canoe Island. They don't call it ODS, but it ""kinda sorta"" is.",,Yes,45,5th grade,Canoe Island French Camp,5,4,,,,,,,,,,,,,,,,,332,330,157,47.6%,173,52.4%,1,0.3%,24,7.3%,,0%,4,1.2%,16,4.8%,235,71.2%,50,15.2%,47,60,59,58,60,46,,,,,,,,false,Theodore Roosevelt Middle School – Eugene,-123.075082,44.012898,Roosevelt Middle School,
Charles F Tigard Elementary School – Tigard,Charles F Tigard Elementary School,Tigard-Tualatin SD 23J,Northwest Regional ESD,Fowler Middle School – Tigard,12850 SW Grant St,Tigard,OR,97223,Washington,503-431-4400,K,5,Elementary,Public,Regular School,1136,Principal,Ryan Blasquez,rblasquez@ttsd.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,527,506,260,51.4%,246,48.6%,1,0.2%,21,4.2%,11,2.2%,5,1%,147,29.1%,293,57.9%,28,5.5%,73,80,88,79,102,84,,,,,,,,false,Fowler Middle School – Tigard,-122.7812324,45.4265357,Thomas R Fowler Middle School,
Chehalem Elementary School – Beaverton,Chehalem Elementary School,Beaverton SD 48J,Northwest Regional ESD,"Mountain View Middle School – Beaverton, Highland Park Middle School – Beaverton",15555 SW Davis Rd,Beaverton,OR,97007,Washington,503-356-2060,K,5,Elementary,Public,Regular School,1159,Principal,Angee Silliman,angee_silliman@beaverton.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,531,509,259,50.9%,250,49.1%,,0%,35,6.9%,1,0.2%,16,3.1%,186,36.5%,217,42.6%,54,10.6%,66,100,80,74,96,93,,,,,,,,false,"Highland Park Middle School – Beaverton, Mountain View Middle School – Beaverton",-122.8372719,45.4758489,Mountain View Middle School,
Chehalem Valley Middle School – Newberg,Chehalem Valley Middle School,Newberg SD 29J,Willamette ESD,"Antonia Crater Elementary School – Newberg, Dundee Elementary School – Dundee, Ewing Young Elementary School – Newberg, Edwards Elementary School – Newberg",403 W Foothills Dr,Newberg,OR,97132,Yamhill,503-554-4600,6,8,Middle,Public,Regular School,1336,Principal,Karen Pugsley,pugsleyk@newberg.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,697,656,326,49.7%,330,50.3%,5,0.8%,16,2.4%,1,0.2%,3,0.5%,130,19.8%,477,72.7%,24,3.7%,,,,,,,205,218,233,,,,,false,"Dundee Elementary School – Dundee, Ewing Young Elementary School – Newberg, Antonia Crater Elementary School – Newberg, Edwards Elementary School – Newberg",-122.9824231,45.3253355,,
Cheldelin Middle School – Corvallis,Cheldelin Middle School,Corvallis SD 509J,Linn Benton Lincoln ESD,"Hoover Elementary School – Corvallis, Mt View Elementary School – Corvallis, Wilson Elementary School – Corvallis",987 Conifer Blvd NE,Corvallis,OR,97330,Benton,541-757-5971,6,8,Middle,Public,Regular School,28,Principal,Darren Bland,darren.bland@corvallis.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,546,544,273,50.2%,271,49.8%,5,0.9%,40,7.4%,2,0.4%,5,0.9%,48,8.8%,388,71.3%,56,10.3%,,,,,,,177,179,188,,,,,false,"Hoover Elementary School – Corvallis, Mt View Elementary School – Corvallis, Wilson Elementary School – Corvallis",-123.237339,44.601108,,
Chenowith Elementary School – The Dalles,Chenowith Elementary School,North Wasco County SD 21,Columbia Gorge ESD,The Dalles Middle School – The Dalles,922 Chenowith Lp W,The Dalles,OR,97058,Wasco,541-506-3350,K,5,Elementary,Public,Regular School,1093,Principal,Anne Evans,evansa@nwasco.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,451,453,239,52.8%,214,47.2%,10,2.2%,1,0.2%,13,2.9%,,0%,217,47.9%,191,42.2%,21,4.6%,83,72,75,80,61,82,,,,,,,,false,The Dalles Middle School – The Dalles,-121.2210661,45.6259505,The Dalles Middle School,
Cherry Park Elementary School – Portland,Cherry Park Elementary School,David Douglas SD 40,Multnomah ESD,Floyd Light Middle School – Portland,1930 SE 104th Ave,Portland,OR,97216,Multnomah,503-256-6501,PK,5,Elementary,Public,Regular School,972,Principal,Kate Barker,kate_barker@ddouglas.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,559,523,260,49.7%,263,50.3%,4,0.8%,58,11.1%,6,1.1%,65,12.4%,122,23.3%,218,41.7%,50,9.6%,114,74,78,76,87,94,,,,,,,,false,Floyd Light Middle School – Portland,-122.5554333,45.5088262,Floyd Light Middle School,
Childpeace Montessori Community School – Portland,Childpeace Montessori Community School,,,,1516 NW Thurman St,Portland,OR,97209,Multnomah,503-222-1197,PK,8,Other,Private,Regular School,,,,None listed,,,Yes,28,"1, 2, 3",Hancock Field Station,3,2,OMSI,"Yes, and it CONNECTS TO STATE STANDARDS",OMSI,"Program provider staff, Parent volunteers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-122.6870037,45.5355021,,
Childrens Farm Home – Corvallis,Childrens Farm Home,,Linn Benton Lincoln ESD,,4455 NE Hwy 20,Corvallis,OR,97330,Benton,541-757-5965,PK,12,Other,Public,LTCT,42,Principal,Judy McCormick,judy_mccormick@lblesd.k12.or.us,,,NA,,,,,,,,,,,,,,,,,,,,,,64,45,20,44.4%,25,55.6%,2,4.4%,,0%,1,2.2%,1,2.2%,7,15.6%,29,64.4%,5,11.1%,,1,,,,,3,1,5,7,7,9,12,false,,-123.214437,44.608437,,
Childs Way Charter School – Culp Creek,Childs Way Charter School,South Lane SD 45J3,Lane ESD,,37895 Row River Rd,Culp Creek,OR,97434,Lane,541-946-1821,5,12,Other,Public,Charter School,4395,Principal,Michael Kerns,mike.kerns@slane.k12.or.us,,,No,,,,,,,,,,,,,No,,,VERY interested,2017/2018 school year,NOT AT ALL FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,44,46,23,50%,23,50%,2,4.3%,,0%,,0%,,0%,2,4.3%,41,89.1%,1,2.2%,,,,,,2,3,7,4,8,9,5,8,false,,-122.844428,43.699071,,
Chiloquin Elementary School – Chiloquin,Chiloquin Elementary School,Klamath County SD,Southern Oregon ESD,,548 2nd Ave,Chiloquin,OR,97624,Klamath,541-783-2338,K,6,Elementary,Public,Regular School,468,Principal,Travis Fast,fastt@kcsd.k12.or.us,"""She"" will call me back",,,,,,,,,,,,,,,,,,,,,,,,137,163,79,48.5%,84,51.5%,64,39.3%,3,1.8%,,0%,1,0.6%,9,5.5%,64,39.3%,22,13.5%,30,22,19,21,29,15,27,,,,,,,false,,-121.8640607,42.5717012,Chiloquin High School,
Christ Lutheran School – Coos Bay,Christ Lutheran School,,,,1835 N 15th,Coos Bay,OR,97420,Coos,541-267-3851,PK,6,Elementary,Private,Regular School,,,,None listed,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-124.2294974,43.3813376,,
Christ the King School – Milwaukie,Christ the King School,,,,7414 SE Michael Dr.,Milwaukie,OR,97222,Clackamas,(503) 887-3656,K,12,Other,Private,Regular School,,,,,,,Yes,30,6th grade,Camp Westwind,4,3,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,-122.5871063,45.4384877,,
Christa McAuliffe Academy – Lake Oswego,Christa McAuliffe Academy,,,,5200 SW Meadows Rd #150,Lake Oswego,OR,97035,Clackamas,503-226-7374 x4,K,12,Other,Private,Regular School,,,,info@cmasas.org,Tried to call but not clear what extension to dial and don't want to leave a message,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-122.7305767,45.4170273,,
City Christian Schools – Portland,City Christian Schools,,,,9200 NE Fremont St,Portland,OR,97220,Multnomah,503-252-5207,PK,12,Other,Private,Regular School,,,,kroyston@citychristianschools.com,,,Yes,27,6th grade,Hancock Field Station,3,2,OMSI,"Yes, and it CONNECTS TO STATE STANDARDS",OMSI,"Program provider staff, Parent volunteers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,-122.5666067,45.5505871,,
City View Charter School – Hillsboro,City View Charter School,Hillsboro SD 1J,Northwest Regional ESD,,4174 SE Bentley St,Hillsboro,OR,97123,Washington,503-844-9424,K,8,Other,Public,Charter School,4206,Principal,Jeffrey Hays,jhays@cityviewcharter.org,,,Yes,48,6th grade,Camp Westwind,4,3,Northwest Regional ESD,"Yes, and it CONNECTS TO STATE STANDARDS",,,,,,,,,,,,,,,195,192,101,52.6%,91,47.4%,3,1.6%,5,2.6%,,0%,4,2.1%,31,16.1%,138,71.9%,11,5.7%,23,24,24,24,24,24,24,15,10,,,,,true,,-122.9396028,45.5115106,,
Clackamas River Elementary School – Estacada,Clackamas River Elementary School,Estacada SD 108,Clackamas ESD,Estacada Middle School – Estacada,301 NE 2nd Ave,Estacada,OR,97023,Clackamas,503-630-8552 x2100,K,5,Elementary,Public,Regular School,131,Principal,Amy Hudson,Hudsona@estacada.k12.or.us,,,Sister school did,,,,,,,,,,,,,,,,,,,,,,429,432,218,50.5%,214,49.5%,,0%,2,0.5%,,0%,2,0.5%,44,10.2%,355,82.2%,29,6.7%,60,63,84,65,60,100,,,,,,,,false,Estacada Middle School – Estacada,-122.3328074,45.2914482,Estacada Middle School,
Clackamas Web Academy – Milwaukie,Clackamas Web Academy,North Clackamas SD 12,Clackamas ESD,,8740 SE Sunnybrook Blvd,Milwaukie,OR,97015,Clackamas,503-659-4664,1,12,Other,Public,Charter School,4223,Principal,Brad Linn,linnb@nclack.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,425,463,221,47.7%,242,52.3%,2,0.4%,9,1.9%,2,0.4%,8,1.7%,36,7.8%,384,82.9%,22,4.8%,,11,6,19,8,16,20,39,44,47,76,103,74,false,,-122.5729229,45.4295522,,
Claggett Creek Middle School – Keizer,Claggett Creek Middle School,Salem-Keizer SD 24J,Willamette ESD,"Cummings Elementary School – Keizer, Keizer Elementary School – Keizer, Kennedy Elementary School – Keizer, Weddle Elementary School – Keizer",1810 Alder Dr NE,Keizer,OR,97303,Marion,503-399-3701,6,8,Middle,Public,Regular School,3373,Principal,Rob Schoepper,schoepper_rob@salkeiz.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,925,950,496,52.2%,454,47.8%,8,0.8%,9,0.9%,23,2.4%,7,0.7%,406,42.7%,451,47.5%,46,4.8%,,,,,,,324,313,313,,,,,false,"Cummings Elementary School – Keizer, Keizer Elementary School – Keizer, Kennedy Elementary School – Keizer, Weddle Elementary School – Keizer",-123.0113839,44.9846858,,
Clara Brownell Middle School – Umatilla,Clara Brownell Middle School,Umatilla SD 6R,InterMountain ESD,McNary Heights Elementary School – Umatilla,1300 7th St,Umatilla,OR,97882,Umatilla,541-922-6625,6,8,Middle,Public,Regular School,1031,Principal,Liz Durant,durantl@umatillasd.org,,,No,,,,,,,,,,,,No,,,,SOMEWHAT interested,2018/2019 school year,A BIT FAMILIAR with Measure 99,SOMEWHAT FAMILIAR with the role OSU Extension plays,,,290,287,156,54.4%,131,45.6%,2,0.7%,,0%,,0%,1,0.3%,199,69.3%,84,29.3%,1,0.3%,,,,,,,101,85,101,,,,,false,McNary Heights Elementary School – Umatilla,-119.3373093,45.917429,,
Clarkes Elementary School – Mulino,Clarkes Elementary School,Molalla River SD 35,Clackamas ESD,Molalla River Middle School – Molalla,19100 S Windy City Rd,Mulino,OR,97042,Clackamas,503-632-3290,K,5,Elementary,Public,Regular School,93,Principal,Kathleen French,kathleen.french@molallariv.k12.or.us,,,Yes,24,5th grade,Jawbone Flats,4,3,None... we do this independently,"Yes, and it CONNECTS TO STATE STANDARDS",Unsure,Program provider staff,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,2,,,,,,,A BIT FAMILIAR with Measure 99,A BIT FAMILIAR with the role OSU Extension plays,,,162,161,94,58.4%,67,41.6%,1,0.6%,,0%,,0%,,0%,6,3.7%,146,90.7%,8,5%,21,23,30,26,30,31,,,,,,,,false,Molalla River Middle School – Molalla,-122.474111,45.214689,Molalla River Middle School,
Class Academy – Portland,Class Academy,,,,2730 NW Vaughn St,Portland,OR,97210,Multnomah,503-223-9099,PK,8,Other,Private,Regular School,,,,info@classacademy.com,,,Yes,,"5th grade, 6th grade, 7th grade, 8th grade","Trackers, Camp Trackers",3,2,Trackers,No,Program providers develop curriculum,Program provider staff,We are ABLE TO MAKE SOME accommodations so our program is accessible for all students,10,,,,,,,A BIT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,-122.7075447,45.5365172,,
Clatskanie Elementary School – Clatskanie,Clatskanie Elementary School,Clatskanie SD 6J,Northwest Regional ESD,,815 S NEhalem St,Clatskanie,OR,97016,Columbia,503-728-2191,K,6,Elementary,Public,Regular School,163,Principal,Brad Thorud,bthorud@csd.k12.or.us,,,Yes,50,6th grade,Hancock Field Station,3,2,OMSI,"Yes, and it CONNECTS TO STATE STANDARDS",OMSI,"High school mentors, School Nurse, Admin",We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,14,,,,,,,SOMEWHAT FAMILIAR with Measure 99,NOT AT ALL FAMILIAR with the role OSU Extension plays,,,327,368,187,50.8%,181,49.2%,4,1.1%,,0%,,0%,1,0.3%,33,9%,295,80.2%,35,9.5%,53,59,55,58,39,51,53,,,,,,,true,,-123.20576,46.09975,Clatskanie Middle/High School,
Clear Creek Middle School – Gresham,Clear Creek Middle School,Gresham-Barlow SD 10J,Multnomah ESD,"Highland Elementary School – Gresham, Hollydale Elementary School – Gresham, North Gresham Elementary School – Gresham",219 NE 219th,Gresham,OR,97030,Multnomah,503-492-6700,6,8,Middle,Public,Regular School,1312,Principal,David Atherton,Atherton@gresham.k12.or.us,,,Yes,184,6th grade,"Camp Angelos, Camp Arrah Wanna, Camp Howard, Camp Namanu",3,2,Multnomah County ESD,"Yes, and it CONNECTS TO STATE STANDARDS",Multnomah ESD,Program provider staff,We are ABLE TO MAKE ALL NECESSARY accommodations so our program is accessible for all students,,,,,,,,,,,,651,655,345,52.7%,310,47.3%,6,0.9%,24,3.7%,9,1.4%,31,4.7%,251,38.3%,299,45.6%,35,5.3%,,,,,,,226,197,232,,,,,true,"Highland Elementary School – Gresham, Hollydale Elementary School – Gresham, North Gresham Elementary School – Gresham",-122.4378336,45.5241208,,
Clear Lake Elementary School – Eugene,Clear Lake Elementary School,Bethel SD 52,Lane ESD,Shasta Middle School – Eugene,4646 Barger Ave,Eugene,OR,97402,Lane,541-689-0511,K,5,Elementary,Public,Regular School,582,Principal,John Luhman,john.luhman@bethel.k12.or.us,,,No,,,,,,,,,,,,,,,,,,,,,,275,269,160,59.5%,109,40.5%,7,2.6%,3,1.1%,,0%,9,3.3%,44,16.4%,195,72.5%,11,4.1%,45,43,45,44,51,41,,,,,,,,false,Shasta Middle School – Eugene,-123.1762615,44.0831973,Shasta Middle School,
Clear Lake Elementary School – Keizer,Clear Lake Elementary School,Salem-Keizer SD 24J,Willamette ESD,Whiteaker Middle School – Keizer,7425 Meadowglen N,Keizer,OR,97303,Marion,503-399-3138,K,5,Elementary,Public,Regular School,734,Principal,Tara Baldridge,baldridge_tara@salkeiz.k12.or.us,,,Yes,96,5th grade,Camp Cascade Conference and Retreat Center,3,2,,,,,,,,,,,,,,,,,437,429,220,51.3%,209,48.7%,,0%,9,2.1%,3,0.7%,3,0.7%,82,19.1%,305,71.1%,27,6.3%,66,54,54,77,79,99,,,,,,,,false,Whiteaker Middle School – Keizer,-123.0189958,45.0266184,Whiteaker Middle School,
Cloverdale Elementary School – Turner,Cloverdale Elementary School,Cascade SD 5,Willamette ESD,Cascade Junior High School – Turner,9666 Parrish Gap Rd SE,Turner,OR,97392,Marion,503-749-8050,K,5,Elementary,Public,Regular School,806,Principal,Christy Wilkins,cwilkins@cascade.k12.or.us,"Don't do ODS, but middle school does",,Sister school did,,,,,,,,,,,,,,,,,,,,,,162,160,87,54.4%,73,45.6%,3,1.9%,2,1.3%,1,0.6%,,0%,19,11.9%,135,84.4%,,0%,23,21,37,28,26,25,,,,,,,,false,Cascade Junior High School – Turner,-122.969416,44.814466,Cascade Junior High School,
